dp_id,dp_life_id,desc_count
rhc128452,rhc110702,7
rhc128453,rhc115965,4
rhc128454,rhc101428,3
rhc128455,rhc120902,2
rhc128456,rhc115738,4
rhc128457,rhc124530,3
rhc128458,rhc128458,1
rhc128459,rhc128459,1
rhc12846,rhc12846,1
rhc128460,rhc128460,1
rhc128461,rhc128461,1
rhc128462,rhc128462,1
rhc128463,rhc128463,1
rhc128464,rhc128464,1
rhc128465,rhc128465,1
rhc128466,rhc128466,3
rhc128467,rhc100224,3
rhc128468,rhc128468,1
rhc128469,rhc128469,1
rhc12847,rhc12847,1
rhc128470,rhc128470,1
rhc128471,rhc128471,1
rhc128472,rhc128472,1
rhc128473,obpdef1-12-19091012,1
rhc128474,rhc128474,1
rhc128475,rhc128475,2
rhc128476,rhc128476,1
rhc128477,rhc120136,3
rhc128478,rhc128478,2
rhc128479,rhc128479,1
rhc12848,rhc12848,1
rhc128480,rhc105743,6
rhc128481,rhc107211,6
rhc128482,rhc128482,1
rhc128483,rhc102519,2
rhc128484,rhc128484,2
rhc128485,obpdef1-758-18820731,1
rhc128486,rhc125895,3
rhc128487,rhc101390,10
rhc128488,rhc106187,5
rhc128489,rhc126350,4
rhc12849,rhc12849,1
rhc128490,rhc128490,1
rhc128491,rhc116987,5
rhc128492,rhc104329,4
rhc128493,rhc128493,1
rhc128494,rhc128494,1
rhc128495,rhc128495,1
rhc128496,rhc128496,2
rhc128497,rhc119005,2
rhc128498,rhc119335,3
rhc128499,rhc128499,1
rhc1285,rhc1285,1
rhc12850,rhc12850,1
rhc128500,rhc128500,1
rhc128501,rhc128501,1
rhc128502,rhc128502,2
rhc128503,rhc128503,1
rhc128504,rhc126789,2
rhc128505,rhc126306,3
rhc128506,rhc128506,1
rhc128507,rhc128507,2
rhc128508,rhc128508,1
rhc128509,rhc128509,1
rhc12851,rhc12851,1
rhc128510,rhc128510,1
rhc128511,rhc128511,1
rhc128512,rhc128512,1
rhc128513,rhc128513,2
rhc128514,rhc128514,1
rhc128515,rhc128515,2
rhc128516,rhc101114,8
rhc128517,rhc104589,5
rhc128518,rhc128518,1
rhc128519,rhc128519,1
rhc12852,rhc12852,1
rhc128520,rhc128520,1
rhc128521,obpdef2-176-19020210,7
rhc128522,rhc102200,6
rhc128523,rhc128523,1
rhc128524,obpdef1-752-18780916,2
rhc128525,rhc102991,4
rhc128526,rhc109633,4
rhc128527,rhc128527,1
rhc128528,rhc128528,1
rhc128529,rhc103584,10
rhc12853,rhc12853,1
rhc128530,rhc128530,1
rhc128531,rhc128531,1
rhc128532,rhc113476,6
rhc128533,rhc102088,4
rhc128534,rhc128534,1
rhc128535,rhc109843,5
rhc128536,rhc128536,1
rhc128537,rhc128537,1
rhc128538,rhc125234,2
rhc128539,rhc128539,1
rhc12854,rhc12854,1
rhc128540,rhc128540,1
rhc128541,rhc128541,3
rhc128542,rhc128542,3
rhc128543,rhc128543,1
rhc128544,rhc128544,2
rhc128545,rhc128545,1
rhc128546,rhc128546,2
rhc128547,rhc128547,1
rhc128548,rhc128548,1
rhc128549,rhc117794,4
rhc12855,rhc12855,1
rhc128550,rhc128550,2
rhc128551,rhc113058,3
rhc128552,rhc128552,1
rhc128553,rhc115204,5
rhc128554,rhc106369,8
rhc128555,rhc115064,4
rhc128556,rhc116867,3
rhc128557,rhc128557,1
rhc128558,rhc128558,1
rhc128559,rhc113985,4
rhc12856,rhc12856,1
rhc128560,rhc109481,4
rhc128561,rhc128561,2
rhc128562,rhc128562,3
rhc128563,rhc128563,1
rhc128564,rhc128564,1
rhc128565,rhc115855,7
rhc128566,rhc104775,6
rhc128567,rhc128567,1
rhc128568,rhc128568,1
rhc128569,rhc128569,1
rhc12857,rhc12857,1
rhc128570,rhc126399,2
rhc128571,rhc128571,1
rhc128572,rhc128572,2
rhc128573,rhc128573,3
rhc128574,rhc128574,1
rhc128575,rhc128575,1
rhc128576,rhc128576,1
rhc128577,rhc128577,1
rhc128578,rhc128578,3
rhc128579,rhc128579,1
rhc12858,rhc12858,1
rhc128580,rhc128580,2
rhc128581,rhc128581,1
rhc128582,rhc122492,3
rhc128583,rhc128583,1
rhc128584,rhc108381,2
rhc128585,rhc128585,1
rhc128586,rhc128586,1
rhc128587,rhc107097,5
rhc128588,obpdef1-13-19081208,2
rhc128589,rhc115298,2
rhc12859,obpt18340515-75-defend762,1
rhc128590,rhc128590,1
rhc128591,rhc128591,1
rhc128592,rhc123969,2
rhc128593,rhc125779,3
rhc128594,rhc128594,2
rhc128595,rhc128595,1
rhc128596,rhc128596,1
rhc128597,rhc125709,2
rhc128598,rhc126808,2
rhc128599,rhc128599,1
rhc1286,rhc1286,1
rhc12860,rhc12860,1
rhc128600,rhc128600,3
rhc128601,rhc126590,2
rhc128602,rhc125980,3
rhc128603,rhc128603,1
rhc128604,rhc128604,1
rhc128605,rhc128605,1
rhc128606,rhc128606,1
rhc128607,rhc128607,1
rhc128608,rhc128608,1
rhc128609,rhc128609,2
rhc12861,rhc12861,1
rhc128610,rhc128610,1
rhc128611,rhc128611,1
rhc128612,rhc128612,1
rhc128613,rhc128613,3
rhc128614,rhc122372,3
rhc128615,rhc128615,1
rhc128616,rhc128616,1
rhc128617,rhc128617,2
rhc128618,rhc128618,1
rhc128619,rhc128619,3
rhc12862,rhc12862,1
rhc128620,rhc128620,1
rhc128621,rhc128621,1
rhc128622,rhc128622,1
rhc128623,rhc128623,1
rhc128624,rhc128624,1
rhc128625,rhc117613,5
rhc128626,rhc128626,2
rhc128627,rhc109422,7
rhc128628,rhc120179,2
rhc128629,rhc127353,3
rhc12863,rhc12863,2
rhc128630,rhc128630,2
rhc128631,rhc128631,2
rhc128632,rhc128632,1
rhc128633,rhc128633,2
rhc128634,rhc128634,2
rhc128635,rhc128635,1
rhc128636,rhc128636,1
rhc128637,rhc128637,2
rhc128638,rhc128638,1
rhc128639,rhc109642,8
rhc12864,rhc12864,3
rhc128640,rhc128287,2
rhc128641,rhc128641,2
rhc128642,rhc114607,7
rhc128643,rhc125817,2
rhc128644,rhc128644,1
rhc128645,rhc110063,4
rhc128646,rhc128646,1
rhc128647,rhc119424,6
rhc128648,rhc128648,2
rhc128649,obpdef1-40-19110627,3
rhc12865,rhc12865,1
rhc128650,rhc128650,1
rhc128651,rhc128651,1
rhc128652,rhc128652,1
rhc128653,rhc126551,2
rhc128654,rhc128654,1
rhc128655,rhc128655,1
rhc128656,rhc128656,1
rhc128657,rhc128657,1
rhc128658,rhc128658,1
rhc128659,rhc128659,1
rhc12866,rhc12866,2
rhc128660,rhc128660,1
rhc128661,rhc128661,1
rhc128662,rhc110040,2
rhc128663,rhc118554,7
rhc128664,rhc100159,3
rhc128665,rhc110536,3
rhc128666,rhc128666,1
rhc128667,rhc128667,1
rhc128668,rhc128668,1
rhc128669,rhc128669,1
rhc12867,rhc12867,1
rhc128670,rhc128670,1
rhc128671,rhc128671,1
rhc128672,rhc128672,1
rhc128673,rhc128673,1
rhc128674,rhc128674,1
rhc128675,rhc128675,1
rhc128676,rhc128676,1
rhc128677,rhc128677,1
rhc128678,rhc115880,3
rhc128679,rhc128679,1
rhc12868,rhc12868,1
rhc128680,rhc128680,2
rhc128681,rhc109631,8
rhc128682,rhc128682,1
rhc128683,rhc112512,5
rhc128684,rhc112791,6
rhc128685,rhc128685,1
rhc128686,rhc128686,1
rhc128687,rhc113500,4
rhc128688,rhc128688,1
rhc128689,rhc128689,2
rhc12869,rhc12869,6
rhc128690,rhc128690,1
rhc128691,rhc128691,1
rhc128692,rhc128692,3
rhc128693,rhc128693,1
rhc128694,rhc128694,3
rhc128695,obpdef1-856-18840915,1
rhc128696,rhc128696,1
rhc128697,rhc128697,1
rhc128698,rhc128698,1
rhc128699,rhc102578,4
rhc1287,rhc1287,1
rhc12870,rhc12870,1
rhc128700,rhc128700,1
rhc128701,rhc114207,4
rhc128702,obpdef1-651-19010910,2
rhc128703,rhc128703,1
rhc128704,rhc118806,2
rhc128705,rhc128705,3
rhc128706,rhc128706,1
rhc128707,rhc124844,2
rhc128708,rhc128708,1
rhc128709,rhc128709,1
rhc12871,rhc12871,1
rhc128710,rhc128710,2
rhc128711,rhc128711,1
rhc128712,rhc128712,1
rhc128713,rhc128713,1
rhc128714,rhc105068,13
rhc128715,rhc128715,1
rhc128716,rhc128716,1
rhc128717,rhc128717,1
rhc128718,rhc128718,2
rhc128719,rhc109698,10
rhc12872,rhc12872,1
rhc128720,rhc100512,7
rhc128721,rhc128721,1
rhc128722,rhc125944,2
rhc128723,rhc118033,3
rhc128724,rhc126298,2
rhc128725,rhc128725,1
rhc128726,rhc128726,1
rhc128727,rhc128727,1
rhc128728,rhc128728,1
rhc128729,rhc128729,1
rhc12873,rhc12873,1
rhc128730,rhc128730,1
rhc128731,rhc128731,1
rhc128732,rhc128732,3
rhc128733,rhc128733,2
rhc128734,rhc128734,2
rhc128735,rhc128735,1
rhc128736,rhc128736,1
rhc128737,rhc128737,1
rhc128738,rhc128738,1
rhc128739,rhc128739,1
rhc12874,rhc12874,2
rhc128740,rhc128740,1
rhc128741,rhc128741,1
rhc128742,rhc110428,8
rhc128743,rhc120304,8
rhc128744,rhc114104,6
rhc128745,rhc128745,2
rhc128746,rhc103311,9
rhc128747,rhc124484,2
rhc128748,rhc109168,3
rhc128749,rhc112249,2
rhc12875,rhc12875,1
rhc128750,rhc128750,1
rhc128751,rhc128751,1
rhc128752,rhc128752,1
rhc128753,rhc128753,1
rhc128754,rhc124652,2
rhc128755,rhc128755,1
rhc128756,rhc128756,1
rhc128757,rhc128757,1
rhc128758,rhc128758,1
rhc128759,rhc128759,1
rhc12876,rhc12876,1
rhc128760,rhc117303,5
rhc128761,rhc125331,5
rhc128762,rhc104115,4
rhc128763,rhc108184,6
rhc128764,rhc120809,5
rhc128765,rhc128765,2
rhc128766,rhc113902,4
rhc128767,rhc124229,4
rhc128768,rhc128768,1
rhc128769,rhc110058,6
rhc12877,rhc12877,1
rhc128770,rhc100483,6
rhc128771,rhc128771,1
rhc128772,rhc112510,3
rhc128773,rhc128773,1
rhc128774,rhc128774,1
rhc128775,rhc128775,1
rhc128776,rhc128776,1
rhc128777,rhc128777,1
rhc128778,rhc126686,3
rhc128779,rhc102598,4
rhc12878,rhc12878,1
rhc128780,rhc128780,1
rhc128781,rhc128781,1
rhc128782,rhc121085,2
rhc128783,rhc128783,1
rhc128784,rhc127135,2
rhc128785,rhc128785,2
rhc128786,rhc128786,1
rhc128787,rhc127187,2
rhc128788,rhc128788,1
rhc128789,rhc128789,1
rhc12879,rhc12879,1
rhc128790,rhc128790,1
rhc128791,rhc128791,1
rhc128792,rhc128792,1
rhc128793,obpdef1-18-19060723,1
rhc128794,rhc128794,1
rhc128795,rhc128795,1
rhc128796,rhc128796,1
rhc128797,rhc116784,6
rhc128798,rhc128798,4
rhc128799,rhc128799,1
rhc1288,rhc1288,1
rhc12880,rhc12880,1
rhc128800,rhc107689,3
rhc128801,rhc106102,8
rhc128802,rhc124890,5
rhc128803,obpdef1-53-19100308,2
rhc128804,rhc128804,1
rhc128805,rhc128805,1
rhc128806,rhc128806,1
rhc128807,rhc128807,1
rhc128808,rhc128808,1
rhc128809,rhc128809,1
rhc12881,rhc12881,3
rhc128810,rhc128810,1
rhc128811,rhc128811,4
rhc128812,rhc100256,5
rhc128813,rhc101733,5
rhc128814,rhc118530,2
rhc128815,rhc128815,1
rhc128816,rhc106539,4
rhc128817,rhc128817,1
rhc128818,rhc128818,1
rhc128819,rhc128819,1
rhc12882,rhc12882,1
rhc128820,rhc128820,1
rhc128821,rhc128821,1
rhc128822,rhc126739,2
rhc128823,rhc128823,1
rhc128824,rhc128824,1
rhc128825,rhc128825,2
rhc128826,rhc128826,1
rhc128827,rhc128827,1
rhc128828,rhc128828,2
rhc128829,rhc128829,1
rhc12883,rhc12883,1
rhc128830,rhc128830,1
rhc128831,rhc128831,1
rhc128832,rhc128832,2
rhc128833,rhc128833,1
rhc128834,rhc122742,9
rhc128835,rhc104757,3
rhc128836,rhc128836,1
rhc128837,rhc128837,1
rhc128838,rhc128838,1
rhc128839,rhc102891,6
rhc12884,rhc12884,1
rhc128840,rhc128840,2
rhc128841,rhc104278,8
rhc128842,rhc105592,5
rhc128843,rhc128843,1
rhc128844,rhc115935,4
rhc128845,rhc128845,1
rhc128846,rhc128846,1
rhc128847,obpdef2-405-18850323,1
rhc128848,rhc128848,5
rhc128849,rhc128849,3
rhc12885,rhc12885,1
rhc128850,rhc114566,3
rhc128851,rhc128851,1
rhc128852,rhc128852,1
rhc128853,rhc128853,1
rhc128854,rhc128854,1
rhc128855,rhc128855,1
rhc128856,rhc128856,1
rhc128857,rhc128857,1
rhc128858,rhc128858,2
rhc128859,rhc128859,1
rhc12886,rhc12886,2
rhc128860,rhc128860,1
rhc128861,rhc128861,1
rhc128862,rhc128862,1
rhc128863,rhc128863,1
rhc128864,rhc128864,1
rhc128865,rhc121528,7
rhc128866,rhc100962,10
rhc128867,rhc107511,4
rhc128868,rhc128868,1
rhc128869,rhc128869,2
rhc12887,rhc12887,1
rhc128870,rhc128870,1
rhc128871,rhc128871,1
rhc128872,rhc128872,1
rhc128873,rhc105668,6
rhc128874,rhc120659,3
rhc128875,rhc128875,9
rhc128876,rhc120632,3
rhc128877,rhc128877,1
rhc128878,rhc128878,1
rhc128879,rhc128879,1
rhc12888,rhc12888,1
rhc128880,rhc128880,2
rhc128881,rhc117472,8
rhc128882,rhc128882,1
rhc128883,rhc124908,3
rhc128884,rhc128884,1
rhc128885,rhc128885,1
rhc128886,rhc128886,1
rhc128887,rhc128887,1
rhc128888,rhc128888,1
rhc128889,rhc107684,8
rhc12889,rhc12889,2
rhc128890,rhc120068,6
rhc128891,rhc128891,1
rhc128892,rhc116235,3
rhc128893,rhc101759,2
rhc128894,rhc114337,2
rhc128895,rhc128895,2
rhc128896,rhc128896,1
rhc128897,rhc125636,3
rhc128898,rhc128898,2
rhc128899,rhc126336,3
rhc1289,rhc1289,1
rhc12890,rhc12890,1
rhc128900,rhc128900,1
rhc128901,rhc128901,1
rhc128902,rhc128902,1
rhc128903,rhc128903,1
rhc128904,rhc128904,2
rhc128905,rhc128905,2
rhc128906,rhc128906,3
rhc128907,rhc102883,10
rhc128908,rhc108600,6
rhc128909,rhc128909,2
rhc12891,obpdef1-202-18990206,1
rhc128910,obpdef1-585-18830528,6
rhc128911,rhc128911,1
rhc128912,rhc113952,8
rhc128913,rhc109311,4
rhc128914,rhc128914,1
rhc128915,rhc105681,4
rhc128916,rhc128916,1
rhc128917,rhc128917,1
rhc128918,rhc128918,1
rhc128919,obpdef1-343-18860308,1
rhc12892,rhc12892,1
rhc128920,rhc128920,1
rhc128921,rhc101167,6
rhc128922,rhc128922,1
rhc128923,rhc116463,4
rhc128924,rhc116766,3
rhc128925,rhc128925,1
rhc128926,rhc128926,2
rhc128927,rhc128927,1
rhc128928,rhc126527,2
rhc128929,rhc128929,1
rhc12893,obpdef1-96-18881210,1
rhc128930,rhc128930,1
rhc128931,rhc105760,3
rhc128932,rhc128932,3
rhc128933,rhc120761,2
rhc128934,rhc128934,1
rhc128935,rhc128935,1
rhc128936,rhc128936,1
rhc128937,rhc128937,1
rhc128938,rhc128938,1
rhc128939,rhc120057,5
rhc12894,rhc12894,1
rhc128940,rhc128546,2
rhc128941,rhc120662,3
rhc128942,rhc128942,2
rhc128943,rhc128943,1
rhc128944,obpdef2-47-19110328,1
rhc128945,rhc128945,1
rhc128946,rhc128946,1
rhc128947,rhc128947,1
rhc128948,rhc100763,8
rhc128949,rhc100643,7
rhc12895,rhc12895,1
rhc128950,rhc128950,1
rhc128951,rhc101915,7
rhc128952,rhc117611,3
rhc128953,rhc128953,1
rhc128954,rhc121855,2
rhc128955,rhc128955,1
rhc128956,rhc128956,1
rhc128957,rhc128957,1
rhc128958,rhc128958,1
rhc128959,rhc104593,7
rhc12896,rhc12896,1
rhc128960,rhc102553,2
rhc128961,rhc116111,5
rhc128962,rhc128962,1
rhc128963,rhc128963,2
rhc128964,rhc128964,1
rhc128965,rhc128965,1
rhc128966,rhc128966,1
rhc128967,rhc128967,3
rhc128968,rhc128968,1
rhc128969,rhc128969,2
rhc12897,rhc12897,1
rhc128970,rhc128970,1
rhc128971,rhc128971,1
rhc128972,rhc128972,1
rhc128973,rhc128973,1
rhc128974,rhc128974,1
rhc128975,rhc128975,1
rhc128976,rhc128976,3
rhc128977,rhc128977,1
rhc128978,rhc128978,1
rhc128979,rhc128979,2
rhc12898,rhc12898,1
rhc128980,rhc125909,2
rhc128981,rhc128981,1
rhc128982,rhc128982,1
rhc128983,rhc128983,1
rhc128984,rhc128984,1
rhc128985,obpdef1-386-18990508,3
rhc128986,rhc128986,2
rhc128987,rhc107569,11
rhc128988,obpdef1-446-19020602,6
rhc128989,rhc109027,3
rhc12899,rhc12899,1
rhc128990,rhc128990,1
rhc128991,rhc121924,2
rhc128992,rhc123344,3
rhc128993,rhc128993,1
rhc128994,rhc117340,4
rhc128995,rhc128995,5
rhc128996,rhc118104,3
rhc128997,obpdef1-433-18820327,4
rhc128998,rhc128998,1
rhc128999,rhc128999,2
rhc129,rhc129,1
rhc1290,rhc1290,1
rhc12900,rhc12900,1
rhc129000,rhc129000,1
rhc129001,rhc113867,3
rhc129002,rhc129002,3
rhc129003,rhc129003,1
rhc129004,rhc129004,4
rhc129005,rhc129005,1
rhc129006,rhc129006,1
rhc129007,rhc129007,1
rhc129008,rhc129008,1
rhc129009,rhc129009,1
rhc12901,rhc12901,1
rhc129010,rhc129010,1
rhc129011,rhc127802,3
rhc129012,rhc129012,1
rhc129013,rhc129013,1
rhc129014,rhc100618,4
rhc129015,rhc108518,7
rhc129016,rhc100104,2
rhc129017,rhc112621,3
rhc129018,rhc114680,4
rhc129019,rhc129019,1
rhc12902,obpdef2-390-18840225,1
rhc129020,rhc129020,2
rhc129021,rhc122946,2
rhc129022,rhc129022,3
rhc129023,rhc125365,2
rhc129024,rhc129024,1
rhc129025,rhc129025,1
rhc129026,rhc126826,2
rhc129027,rhc129027,1
rhc129028,rhc129028,1
rhc129029,rhc129029,1
rhc12903,rhc12903,1
rhc129030,rhc129030,3
rhc129031,rhc129031,2
rhc129032,rhc129032,1
rhc129033,rhc129033,1
rhc129034,rhc129034,1
rhc129035,rhc129035,1
rhc129036,rhc129036,1
rhc129037,rhc102136,5
rhc129038,rhc110678,5
rhc129039,rhc129039,1
rhc12904,rhc12904,1
rhc129040,rhc109881,5
rhc129041,rhc122735,2
rhc129042,rhc129042,1
rhc129043,rhc129043,5
rhc129044,rhc124105,2
rhc129045,rhc129045,1
rhc129046,rhc129046,1
rhc129047,rhc129047,1
rhc129048,rhc129048,1
rhc129049,rhc129049,1
rhc12905,rhc12905,1
rhc129050,rhc129050,1
rhc129051,rhc129051,1
rhc129052,rhc110355,5
rhc129053,rhc119888,5
rhc129054,rhc129054,1
rhc129055,rhc104158,7
rhc129056,rhc123900,2
rhc129057,rhc126589,2
rhc129058,rhc121411,2
rhc129059,rhc129059,1
rhc12906,rhc12906,1
rhc129060,rhc129060,2
rhc129061,rhc129061,1
rhc129062,rhc129062,1
rhc129063,obpdef1-861-18860803,7
rhc129064,rhc105777,5
rhc129065,rhc124464,2
rhc129066,rhc129066,1
rhc129067,rhc109660,3
rhc129068,rhc129068,1
rhc129069,rhc129069,1
rhc12907,rhc12907,1
rhc129070,rhc129070,1
rhc129071,rhc129071,1
rhc129072,rhc129072,1
rhc129073,obpdef1-241-18990306,6
rhc129074,rhc129074,1
rhc129075,rhc116532,4
rhc129076,rhc129076,1
rhc129077,rhc129077,2
rhc129078,rhc129078,1
rhc129079,rhc129079,1
rhc12908,rhc12908,1
rhc129080,rhc129080,2
rhc129081,rhc129081,1
rhc129082,rhc125172,3
rhc129083,rhc129083,1
rhc129084,rhc129084,2
rhc129085,obpdef1-178-19020210,1
rhc129086,rhc129086,1
rhc129087,rhc129087,1
rhc129088,rhc129088,1
rhc129089,rhc129089,3
rhc12909,rhc12909,2
rhc129090,rhc129090,1
rhc129091,rhc122278,6
rhc129092,rhc129092,1
rhc129093,rhc109340,2
rhc129094,rhc129094,2
rhc129095,rhc129095,3
rhc129096,rhc126999,3
rhc129097,rhc129097,1
rhc129098,rhc129098,1
rhc129099,rhc127044,3
rhc1291,rhc1291,1
rhc12910,rhc12910,1
rhc129100,rhc129100,1
rhc129101,rhc126333,4
rhc129102,rhc129102,1
rhc129103,rhc129103,1
rhc129104,rhc129104,1
rhc129105,rhc129105,1
rhc129106,rhc129106,1
rhc129107,rhc129107,2
rhc129108,rhc129108,1
rhc129109,rhc125218,2
rhc12911,rhc12911,2
rhc129110,rhc101222,3
rhc129111,rhc113948,3
rhc129112,rhc103405,6
rhc129113,rhc115539,2
rhc129114,rhc129114,1
rhc129115,rhc129115,1
rhc129116,rhc127617,4
rhc129117,rhc129117,1
rhc129118,rhc129118,1
rhc129119,rhc129119,1
rhc12912,obpdef1-74-18901124,1
rhc129120,rhc129120,1
rhc129121,rhc117013,5
rhc129122,rhc129122,1
rhc129123,rhc129123,1
rhc129124,rhc129124,1
rhc129125,rhc129125,1
rhc129126,rhc129126,1
rhc129127,rhc129127,2
rhc129128,rhc129128,2
rhc129129,rhc129129,1
rhc12913,rhc12913,1
rhc129130,rhc129130,3
rhc129131,rhc129131,2
rhc129132,obpdef1-79-18981212,7
rhc129133,rhc110620,7
rhc129134,rhc122962,2
rhc129135,rhc129135,1
rhc129136,rhc129136,1
rhc129137,rhc101816,5
rhc129138,rhc103770,6
rhc129139,rhc129139,1
rhc12914,rhc12914,1
rhc129140,rhc129140,1
rhc129141,rhc129141,2
rhc129142,rhc119281,5
rhc129143,rhc129143,1
rhc129144,rhc129144,1
rhc129145,rhc129145,1
rhc129146,rhc129146,3
rhc129147,rhc102213,3
rhc129148,rhc103261,2
rhc129149,rhc129149,1
rhc12915,rhc12915,1
rhc129150,rhc123036,3
rhc129151,rhc129151,1
rhc129152,rhc129152,1
rhc129153,rhc129153,1
rhc129154,rhc129154,1
rhc129155,rhc129155,1
rhc129156,rhc129156,1
rhc129157,rhc129157,1
rhc129158,obpdef1-33-19070318,1
rhc129159,rhc103933,5
rhc12916,rhc12916,1
rhc129160,rhc129160,2
rhc129161,rhc129161,1
rhc129162,rhc129162,1
rhc129163,rhc129163,1
rhc129164,rhc129164,2
rhc129165,rhc129165,1
rhc129166,rhc129166,1
rhc129167,rhc129167,1
rhc129168,rhc129168,1
rhc129169,rhc129169,1
rhc12917,rhc12917,1
rhc129170,rhc129170,1
rhc129171,rhc129171,2
rhc129172,rhc129172,1
rhc129173,rhc127836,2
rhc129174,rhc129174,1
rhc129175,rhc129175,1
rhc129176,rhc129176,6
rhc129177,rhc129177,4
rhc129178,rhc103914,6
rhc129179,rhc129179,1
rhc12918,rhc12918,1
rhc129180,rhc108624,5
rhc129181,rhc129181,1
rhc129182,rhc129182,1
rhc129183,rhc129183,1
rhc129184,rhc129184,2
rhc129185,rhc129185,1
rhc129186,rhc129186,1
rhc129187,rhc129187,1
rhc129188,rhc129188,3
rhc129189,rhc129189,2
rhc12919,rhc12919,1
rhc129190,rhc129190,1
rhc129191,rhc129191,1
rhc129192,rhc129192,2
rhc129193,rhc129193,1
rhc129194,rhc129194,1
rhc129195,rhc129195,1
rhc129196,rhc129196,3
rhc129197,rhc129197,1
rhc129198,rhc129198,1
rhc129199,rhc129199,1
rhc1292,rhc1292,1
rhc12920,rhc12920,1
rhc129200,rhc129200,1
rhc129201,rhc129201,1
rhc129202,rhc129202,1
rhc129203,rhc129203,1
rhc129204,rhc129204,3
rhc129205,rhc129205,1
rhc129206,rhc110917,4
rhc129207,rhc109697,6
rhc129208,rhc129208,1
rhc129209,rhc129209,2
rhc12921,rhc12921,1
rhc129210,rhc129210,1
rhc129211,rhc129211,1
rhc129212,obpdef1-54-19070722,2
rhc129213,rhc129213,1
rhc129214,rhc125515,2
rhc129215,rhc129215,1
rhc129216,obpdef1-303-18810228,1
rhc129217,rhc129217,1
rhc129218,rhc129218,2
rhc129219,rhc129219,1
rhc12922,rhc12922,1
rhc129220,obpdef1-42-19110905,3
rhc129221,rhc129221,1
rhc129222,rhc127128,3
rhc129223,rhc129223,1
rhc129224,obpdef1-42-19110717,1
rhc129225,rhc129225,1
rhc129226,rhc129226,1
rhc129227,rhc125479,3
rhc129228,rhc103564,11
rhc129229,rhc121291,3
rhc12923,rhc12923,1
rhc129230,rhc103577,5
rhc129231,rhc103798,2
rhc129232,rhc109165,3
rhc129233,rhc109729,13
rhc129234,rhc116347,4
rhc129235,rhc129235,1
rhc129236,rhc129236,3
rhc129237,rhc129237,1
rhc129238,rhc129238,1
rhc129239,rhc126096,3
rhc12924,rhc12924,1
rhc129240,rhc129240,1
rhc129241,rhc129241,2
rhc129242,rhc129242,1
rhc129243,rhc129243,2
rhc129244,rhc129244,1
rhc129245,rhc129245,1
rhc129246,rhc100072,17
rhc129247,rhc129247,1
rhc129248,rhc129248,1
rhc129249,rhc129249,1
rhc12925,rhc12925,1
rhc129250,rhc113930,4
rhc129251,rhc111336,5
rhc129252,rhc121883,2
rhc129253,rhc123061,4
rhc129254,rhc129254,1
rhc129255,rhc129255,1
rhc129256,rhc129256,1
rhc129257,rhc125361,2
rhc129258,rhc129258,2
rhc129259,rhc124456,2
rhc12926,rhc12926,1
rhc129260,rhc129260,1
rhc129261,rhc129261,1
rhc129262,rhc129262,1
rhc129263,rhc129263,1
rhc129264,rhc113634,2
rhc129265,rhc124494,2
rhc129266,rhc125753,4
rhc129267,rhc129267,1
rhc129268,rhc129268,2
rhc129269,rhc129269,1
rhc12927,rhc12927,1
rhc129270,rhc129270,1
rhc129271,rhc129271,1
rhc129272,rhc110840,5
rhc129273,rhc129273,2
rhc129274,rhc129274,1
rhc129275,rhc120125,2
rhc129276,rhc129276,2
rhc129277,rhc107121,6
rhc129278,rhc101913,9
rhc129279,rhc101444,8
rhc12928,rhc12928,1
rhc129280,rhc100956,4
rhc129281,rhc129281,3
rhc129282,rhc102187,9
rhc129283,rhc111277,5
rhc129284,rhc102356,7
rhc129285,rhc129285,1
rhc129286,rhc123926,3
rhc129287,rhc129287,1
rhc129288,rhc129288,1
rhc129289,rhc129289,1
rhc12929,rhc12929,2
rhc129290,rhc124300,2
rhc129291,rhc129291,1
rhc129292,rhc102284,7
rhc129293,rhc125659,5
rhc129294,rhc129294,2
rhc129295,rhc129295,1
rhc129296,rhc129296,1
rhc129297,rhc129297,1
rhc129298,rhc129298,3
rhc129299,rhc125896,2
rhc1293,rhc1293,1
rhc12930,rhc12930,1
rhc129300,rhc127031,3
rhc129301,rhc129301,1
rhc129302,rhc127166,2
rhc129303,rhc129303,1
rhc129304,rhc129304,1
rhc129305,rhc129305,3
rhc129306,rhc129306,1
rhc129307,rhc113508,2
rhc129308,rhc129308,1
rhc129309,rhc120372,3
rhc12931,rhc12931,1
rhc129310,rhc129310,1
rhc129311,rhc126434,2
rhc129312,rhc129312,1
rhc129313,rhc126094,2
rhc129314,rhc129314,2
rhc129315,rhc125640,3
rhc129316,rhc129316,1
rhc129317,rhc129317,1
rhc129318,rhc129318,1
rhc129319,rhc129319,1
rhc12932,rhc12932,1
rhc129320,rhc129320,1
rhc129321,rhc129321,1
rhc129322,rhc129322,1
rhc129323,rhc129323,2
rhc129324,rhc114525,5
rhc129325,rhc129325,1
rhc129326,rhc129326,2
rhc129327,rhc118798,4
rhc129328,rhc129328,2
rhc129329,rhc129329,1
rhc12933,rhc12933,1
rhc129330,rhc129330,3
rhc129331,rhc113548,3
rhc129332,rhc129332,1
rhc129333,rhc125002,3
rhc129334,rhc123677,3
rhc129335,rhc125209,3
rhc129336,rhc129336,1
rhc129337,rhc129337,2
rhc129338,rhc125519,2
