dp_id,dp_life_id,desc_count
rhc49444,rhc123117,2
rhc49445,rhc111294,4
rhc49446,rhc49446,1
rhc49447,rhc49447,1
rhc49448,rhc39247,4
rhc49449,rhc49449,1
rhc4945,rhc4945,1
rhc49450,obpdef1-275-18840128,1
rhc49451,rhc42798,2
rhc49452,rhc28679,2
rhc49453,rhc49453,1
rhc49454,rhc49454,1
rhc49455,rhc37887,3
rhc49456,rhc49456,1
rhc49457,rhc49457,1
rhc49458,rhc49458,1
rhc49459,rhc31413,3
rhc4946,rhc4946,1
rhc49460,rhc49460,1
rhc49461,rhc49461,1
rhc49462,rhc49462,1
rhc49463,rhc49463,1
rhc49464,rhc49464,1
rhc49465,rhc49465,1
rhc49466,rhc49466,1
rhc49467,rhc49467,1
rhc49468,rhc47377,4
rhc49469,rhc13008,5
rhc4947,rhc4947,1
rhc49470,rhc41673,2
rhc49471,rhc49471,2
rhc49472,rhc49472,1
rhc49473,rhc49473,2
rhc49474,rhc110983,4
rhc49475,rhc49475,1
rhc49476,rhc49476,1
rhc49477,rhc39072,4
rhc49478,rhc49478,1
rhc49479,rhc49479,2
rhc4948,rhc4948,1
rhc49480,rhc49480,2
rhc49481,rhc49481,1
rhc49482,rhc49482,1
rhc49483,rhc49483,2
rhc49484,rhc49484,1
rhc49485,rhc49485,1
rhc49486,rhc49486,1
rhc49487,rhc49487,1
rhc49488,rhc110837,10
rhc49489,rhc49489,1
rhc4949,rhc4949,1
rhc49490,rhc49490,1
rhc49491,rhc49491,2
rhc49492,rhc38643,3
rhc49493,rhc49493,3
rhc49494,rhc49494,2
rhc49495,rhc49495,1
rhc49496,rhc49496,1
rhc49497,rhc48511,2
rhc49498,rhc49498,1
rhc49499,rhc49499,3
rhc495,rhc495,1
rhc4950,rhc4950,1
rhc49500,rhc49500,2
rhc49501,rhc115193,3
rhc49502,rhc49502,1
rhc49503,rhc49503,1
rhc49504,rhc49504,1
rhc49505,rhc49505,3
rhc49506,rhc49506,1
rhc49507,rhc49507,1
rhc49508,rhc49508,1
rhc49509,rhc49509,2
rhc4951,rhc4951,1
rhc49510,rhc49510,1
rhc49511,rhc49511,1
rhc49512,rhc49512,1
rhc49513,rhc49513,1
rhc49514,rhc107832,4
rhc49515,rhc102400,7
rhc49516,rhc49516,1
rhc49517,rhc49517,1
rhc49518,rhc49518,2
rhc49519,rhc42506,2
rhc4952,rhc4952,1
rhc49520,obpdef1-138-18740112,3
rhc49521,rhc49521,1
rhc49522,rhc49522,2
rhc49523,rhc49523,1
rhc49524,rhc49524,1
rhc49525,rhc101528,4
rhc49526,rhc49526,1
rhc49527,rhc49527,1
rhc49528,rhc49528,1
rhc49529,rhc49529,1
rhc4953,rhc4953,1
rhc49530,rhc49530,1
rhc49531,rhc49531,3
rhc49532,rhc49532,1
rhc49533,rhc128371,4
rhc49534,rhc49534,1
rhc49535,rhc49535,2
rhc49536,rhc49536,1
rhc49537,obpdef2-1876-18480821,1
rhc49538,rhc49538,2
rhc49539,rhc45035,2
rhc4954,rhc4954,1
rhc49540,rhc49540,3
rhc49541,rhc49541,2
rhc49542,rhc49542,1
rhc49543,rhc49543,1
rhc49544,rhc115745,5
rhc49545,rhc49545,1
rhc49546,rhc49546,1
rhc49547,rhc49547,1
rhc49548,rhc49548,1
rhc49549,rhc49549,1
rhc4955,rhc4955,1
rhc49550,rhc109349,4
rhc49551,rhc49551,1
rhc49552,rhc49552,1
rhc49553,rhc49553,1
rhc49554,rhc49554,1
rhc49555,rhc49555,3
rhc49556,rhc49556,1
rhc49557,rhc49557,1
rhc49558,rhc49558,1
rhc49559,rhc49559,1
rhc4956,rhc4956,1
rhc49560,rhc49560,1
rhc49561,rhc49561,1
rhc49562,rhc49562,1
rhc49563,rhc49563,1
rhc49564,rhc49564,1
rhc49565,rhc49565,1
rhc49566,rhc49566,1
rhc49567,rhc49567,4
rhc49568,rhc49568,2
rhc49569,rhc49569,1
rhc4957,obpdef3-738-18640711,1
rhc49570,obpdef1-229-18640201,5
rhc49571,rhc49571,1
rhc49572,rhc49572,1
rhc49573,rhc49573,1
rhc49574,rhc49574,1
rhc49575,rhc49575,2
rhc49576,rhc49576,2
rhc49577,rhc49577,1
rhc49578,rhc20420,6
rhc49579,rhc49579,1
rhc4958,rhc4958,1
rhc49580,rhc49580,2
rhc49581,rhc49581,1
rhc49582,rhc49582,1
rhc49583,rhc42985,3
rhc49584,rhc49584,1
rhc49585,rhc49585,2
rhc49586,rhc49586,5
rhc49587,rhc49587,1
rhc49588,rhc49588,1
rhc49589,rhc49589,1
rhc4959,rhc4959,1
rhc49590,rhc49590,1
rhc49591,rhc49591,2
rhc49592,rhc49592,1
rhc49593,rhc49593,1
rhc49594,rhc49594,2
rhc49595,rhc49595,1
rhc49596,rhc49596,2
rhc49597,rhc26014,4
rhc49598,rhc22998,7
rhc49599,rhc29793,2
rhc496,obpdef1-424-18800426,1
rhc4960,rhc4960,1
rhc49600,rhc49600,1
rhc49601,rhc49601,1
rhc49602,rhc49602,1
rhc49603,rhc49603,1
rhc49604,rhc49604,1
rhc49605,rhc49605,1
rhc49606,rhc49606,1
rhc49607,rhc49607,1
rhc49608,rhc49608,1
rhc49609,rhc49609,1
rhc4961,rhc4961,1
rhc49610,rhc49610,3
rhc49611,rhc49611,1
rhc49612,rhc49612,1
rhc49613,rhc49613,1
rhc49614,rhc49614,1
rhc49615,obpdef1-218-18990306,2
rhc49616,rhc49616,1
rhc49617,rhc49617,1
rhc49618,rhc49618,1
rhc49619,rhc49619,1
rhc4962,rhc4962,1
rhc49620,rhc49620,1
rhc49621,rhc49621,1
rhc49622,rhc101875,8
rhc49623,rhc49623,1
rhc49624,rhc49624,1
rhc49625,rhc49625,1
rhc49626,rhc49626,1
rhc49627,rhc49627,1
rhc49628,rhc49628,1
rhc49629,rhc49629,1
rhc4963,rhc4963,1
rhc49630,rhc49630,1
rhc49631,rhc49631,2
rhc49632,rhc112828,4
rhc49633,rhc31803,2
rhc49634,obpdef1-825-18930911,2
rhc49635,rhc49635,2
rhc49636,rhc34289,7
rhc49637,rhc49637,1
rhc49638,obpdef1-220-18960203,1
rhc49639,rhc49639,1
rhc4964,obpdef1-193-18710227,1
rhc49640,rhc36039,2
rhc49641,rhc49641,1
rhc49642,rhc25670,7
rhc49643,rhc49643,1
rhc49644,rhc49644,1
rhc49645,rhc49645,1
rhc49646,rhc49646,1
rhc49647,rhc49647,2
rhc49648,rhc49648,1
rhc49649,rhc49649,1
rhc4965,obpdef1-96-18791215,1
rhc49650,rhc49650,1
rhc49651,rhc49651,1
rhc49652,rhc31215,2
rhc49653,rhc49653,2
rhc49654,rhc49654,5
rhc49655,rhc49655,2
rhc49656,rhc49656,1
rhc49657,rhc43911,4
rhc49658,rhc46583,8
rhc49659,rhc49659,1
rhc4966,obpdef1-503-18750920,1
rhc49660,rhc49660,1
rhc49661,rhc45550,2
rhc49662,rhc49662,2
rhc49663,rhc36228,2
rhc49664,obpdef3-519-18980725,1
rhc49665,rhc49665,1
rhc49666,rhc49666,1
rhc49667,rhc49667,1
rhc49668,rhc49668,1
rhc49669,rhc49669,1
rhc4967,obpdef1-719-18840623,1
rhc49670,rhc106314,6
rhc49671,rhc49671,1
rhc49672,rhc49672,4
rhc49673,rhc49673,1
rhc49674,rhc49674,1
rhc49675,rhc49675,1
rhc49676,rhc49676,1
rhc49677,rhc49677,1
rhc49678,rhc49678,1
rhc49679,rhc49679,1
rhc4968,rhc4968,1
rhc49680,rhc124899,6
rhc49681,rhc49681,1
rhc49682,rhc49682,1
rhc49683,rhc49683,1
rhc49684,rhc49684,1
rhc49685,rhc120152,5
rhc49686,rhc112662,8
rhc49687,rhc49687,1
rhc49688,rhc49688,2
rhc49689,rhc49689,1
rhc4969,rhc4969,1
rhc49690,rhc49690,1
rhc49691,rhc49691,1
rhc49692,rhc49692,1
rhc49693,rhc49693,1
rhc49694,rhc49694,1
rhc49695,rhc49695,1
rhc49696,rhc49696,1
rhc49697,rhc46068,2
rhc49698,rhc49698,1
rhc49699,rhc49699,1
rhc497,obpdef1-478-18800913,1
rhc4970,rhc4970,1
rhc49700,rhc49700,1
rhc49701,rhc49701,1
rhc49702,rhc49702,1
rhc49703,rhc49703,1
rhc49704,rhc49704,1
rhc49705,rhc49705,1
rhc49706,rhc49706,1
rhc49707,rhc37987,3
rhc49708,rhc49708,1
rhc49709,rhc49709,1
rhc4971,rhc4971,1
rhc49710,rhc49710,1
rhc49711,rhc43879,2
rhc49712,rhc43443,2
rhc49713,rhc49713,1
rhc49714,rhc49714,1
rhc49715,rhc29480,2
rhc49716,rhc49716,1
rhc49717,rhc100258,7
rhc49718,rhc49718,2
rhc49719,rhc49719,1
rhc4972,rhc4972,1
rhc49720,rhc49720,1
rhc49721,rhc49721,1
rhc49722,rhc49722,1
rhc49723,rhc49723,1
rhc49724,rhc49724,2
rhc49725,rhc49725,2
rhc49726,rhc49726,1
rhc49727,rhc49727,2
rhc49728,rhc49728,1
rhc49729,rhc49729,1
rhc4973,rhc4973,1
rhc49730,rhc49730,2
rhc49731,rhc49731,4
rhc49732,rhc49732,1
rhc49733,rhc49733,1
rhc49734,rhc126285,4
rhc49735,rhc49735,1
rhc49736,obpdef1-9-18990529,1
rhc49737,rhc49737,1
rhc49738,rhc49738,1
rhc49739,rhc49739,1
rhc4974,rhc4974,1
rhc49740,rhc45502,2
rhc49741,rhc49741,1
rhc49742,rhc49742,1
rhc49743,rhc49743,1
rhc49744,rhc49744,2
rhc49745,rhc49745,2
rhc49746,rhc49746,2
rhc49747,rhc49747,2
rhc49748,rhc49748,1
rhc49749,obpdef1-938-18851019,3
rhc4975,rhc4975,1
rhc49750,rhc49750,2
rhc49751,rhc49751,1
rhc49752,rhc49752,1
rhc49753,obpdef2-123-19000115,5
rhc49754,rhc49754,1
rhc49755,rhc49755,1
rhc49756,rhc49756,1
rhc49757,rhc44848,2
rhc49758,rhc49758,1
rhc49759,rhc49759,1
rhc4976,rhc4976,1
rhc49760,obpdef1-205-18841229,1
rhc49761,rhc49761,1
rhc49762,rhc49762,1
rhc49763,rhc49763,1
rhc49764,rhc49764,1
rhc49765,rhc49765,2
rhc49766,rhc49766,1
rhc49767,rhc49767,1
rhc49768,rhc49768,1
rhc49769,rhc49769,2
rhc4977,rhc4977,1
rhc49770,rhc49770,1
rhc49771,rhc49771,1
rhc49772,rhc111733,2
rhc49773,rhc102818,9
rhc49774,rhc49774,1
rhc49775,rhc49775,1
rhc49776,rhc49776,1
rhc49777,rhc49777,1
rhc49778,rhc49778,1
rhc49779,rhc49779,2
rhc4978,rhc4978,1
rhc49780,rhc111252,3
rhc49781,rhc49781,1
rhc49782,rhc103975,2
rhc49783,rhc49783,1
rhc49784,rhc105628,3
rhc49785,rhc49785,1
rhc49786,rhc49786,1
rhc49787,obpdef2-417-18980620,1
rhc49788,rhc49788,3
rhc49789,rhc49789,1
rhc4979,rhc4979,1
rhc49790,rhc49790,1
rhc49791,rhc49791,2
rhc49792,rhc49792,1
rhc49793,rhc49793,1
rhc49794,rhc49794,1
rhc49795,rhc49795,3
rhc49796,rhc49796,1
rhc49797,rhc49797,1
rhc49798,rhc49798,1
rhc49799,rhc49799,1
rhc498,rhc498,1
rhc4980,rhc4980,1
rhc49800,rhc40261,4
rhc49801,rhc26063,4
rhc49802,rhc49802,1
rhc49803,rhc49803,2
rhc49804,rhc49804,1
rhc49805,rhc49805,1
rhc49806,rhc49806,1
rhc49807,rhc49807,1
rhc49808,rhc49808,1
rhc49809,rhc49809,1
rhc4981,rhc4981,2
rhc49810,rhc49810,1
rhc49811,rhc49811,1
rhc49812,rhc49812,1
rhc49813,rhc44966,2
rhc49814,rhc49814,1
rhc49815,rhc49815,1
rhc49816,rhc103738,4
rhc49817,rhc38216,2
rhc49818,rhc112547,3
rhc49819,rhc106245,3
rhc4982,rhc4982,1
rhc49820,rhc49820,2
rhc49821,rhc34900,3
rhc49822,rhc49822,1
rhc49823,rhc127825,5
rhc49824,rhc49824,1
rhc49825,rhc49825,1
rhc49826,rhc49826,1
rhc49827,rhc41841,2
rhc49828,rhc49828,4
rhc49829,rhc49829,1
rhc4983,rhc4983,1
rhc49830,rhc49830,1
rhc49831,rhc46024,2
rhc49832,rhc128798,4
rhc49833,rhc34206,3
rhc49834,rhc44519,2
rhc49835,rhc49835,1
rhc49836,rhc49836,1
rhc49837,rhc111932,6
rhc49838,rhc40587,2
rhc49839,rhc43513,2
rhc4984,rhc4984,1
rhc49840,rhc49840,3
rhc49841,rhc115011,3
rhc49842,rhc49842,1
rhc49843,rhc49843,1
rhc49844,rhc49844,1
rhc49845,rhc49845,1
rhc49846,rhc49846,1
rhc49847,rhc49847,5
rhc49848,rhc49848,1
rhc49849,rhc49849,1
rhc4985,rhc4985,1
rhc49850,rhc49850,1
rhc49851,rhc49851,1
rhc49852,rhc49852,1
rhc49853,rhc49853,2
rhc49854,rhc45964,2
rhc49855,rhc49855,4
rhc49856,rhc49856,1
rhc49857,rhc49857,1
rhc49858,rhc49858,1
rhc49859,rhc115401,5
rhc4986,rhc4986,1
rhc49860,rhc49860,2
rhc49861,rhc49861,1
rhc49862,rhc49862,1
rhc49863,rhc49863,1
rhc49864,rhc49864,6
rhc49865,rhc49865,1
rhc49866,rhc49866,1
rhc49867,rhc49867,1
rhc49868,rhc49868,1
rhc49869,rhc49869,1
rhc4987,rhc4987,1
rhc49870,rhc49870,1
rhc49871,rhc44676,2
rhc49872,rhc49872,2
rhc49873,rhc49873,5
rhc49874,rhc49874,2
rhc49875,rhc49875,1
rhc49876,rhc49876,1
rhc49877,rhc49877,1
rhc49878,rhc49878,1
rhc49879,rhc49879,1
rhc4988,rhc4988,1
rhc49880,rhc49880,1
rhc49881,rhc49881,1
rhc49882,rhc49882,1
rhc49883,rhc49883,1
rhc49884,rhc49884,1
rhc49885,rhc49885,1
rhc49886,rhc49886,1
rhc49887,rhc49887,2
rhc49888,rhc49888,3
rhc49889,rhc44798,2
rhc4989,rhc4989,1
rhc49890,rhc49890,1
rhc49891,rhc49891,1
rhc49892,rhc49892,1
rhc49893,rhc49893,1
rhc49894,rhc12088,4
rhc49895,rhc49895,1
rhc49896,rhc49896,2
rhc49897,rhc49897,1
rhc49898,rhc43904,3
rhc49899,rhc106087,2
rhc499,rhc499,1
rhc4990,rhc4990,1
rhc49900,rhc49900,1
rhc49901,rhc49901,2
rhc49902,rhc49902,1
rhc49903,rhc49903,1
rhc49904,rhc19838,8
rhc49905,rhc49905,3
rhc49906,rhc49906,1
rhc49907,rhc49907,1
rhc49908,rhc49908,1
rhc49909,rhc49909,1
rhc4991,rhc4991,1
rhc49910,rhc23120,3
rhc49911,rhc49911,1
rhc49912,rhc49912,1
rhc49913,obpdef2-5-18981121,1
rhc49914,rhc49914,1
rhc49915,rhc49915,2
rhc49916,obpdef2-789-18961019,1
rhc49917,rhc49917,1
rhc49918,rhc49918,1
rhc49919,rhc113470,2
rhc4992,obpdef1-339-18750503,1
rhc49920,rhc47230,2
rhc49921,rhc49921,1
rhc49922,rhc49922,1
rhc49923,rhc49923,1
rhc49924,rhc49924,4
rhc49925,rhc49925,1
rhc49926,rhc114573,4
rhc49927,rhc49927,1
rhc49928,rhc49928,1
rhc49929,rhc49929,1
rhc4993,rhc4993,1
rhc49930,rhc49930,1
rhc49931,rhc49931,1
rhc49932,rhc104241,3
rhc49933,rhc49933,1
rhc49934,rhc49934,1
rhc49935,rhc49935,1
rhc49936,obpdef1-268-18990410,1
rhc49937,rhc43783,2
rhc49938,rhc49938,1
rhc49939,rhc49939,1
rhc4994,rhc4994,1
rhc49940,rhc45107,2
rhc49941,rhc49941,1
rhc49942,rhc49942,1
rhc49943,rhc111257,6
rhc49944,rhc103105,4
rhc49945,rhc49945,1
rhc49946,rhc49946,1
rhc49947,rhc44949,2
rhc49948,rhc45852,2
rhc49949,rhc49949,1
rhc4995,rhc4995,1
rhc49950,rhc49950,1
rhc49951,rhc49951,1
rhc49952,rhc17129,5
rhc49953,obpdef2-715-19040913,1
rhc49954,rhc49954,2
rhc49955,rhc49955,1
rhc49956,rhc49956,1
rhc49957,rhc49957,2
rhc49958,rhc105647,2
rhc49959,rhc49959,1
rhc4996,rhc4996,1
rhc49960,rhc49960,1
rhc49961,rhc49961,1
rhc49962,rhc49962,1
rhc49963,rhc49963,1
rhc49964,rhc49964,1
rhc49965,rhc120299,5
rhc49966,rhc49966,3
rhc49967,rhc49967,1
rhc49968,rhc104588,6
rhc49969,rhc49969,3
rhc4997,rhc4997,1
rhc49970,rhc49970,1
rhc49971,rhc44201,2
rhc49972,rhc42719,2
rhc49973,rhc46849,2
rhc49974,rhc23745,2
rhc49975,rhc49975,1
rhc49976,rhc49976,1
rhc49977,rhc29343,3
rhc49978,rhc106534,7
rhc49979,rhc49979,1
rhc4998,rhc4998,1
rhc49980,rhc49980,1
rhc49981,rhc49981,1
rhc49982,rhc49982,1
rhc49983,rhc49983,2
rhc49984,rhc49984,1
rhc49985,rhc49985,1
rhc49986,rhc44833,2
rhc49987,rhc49987,1
rhc49988,rhc113770,4
rhc49989,rhc105800,3
rhc4999,obpdef2-217-18710227,1
rhc49990,rhc49990,1
rhc49991,rhc49991,1
rhc49992,rhc49992,1
rhc49993,rhc49993,1
rhc49994,rhc37601,3
rhc49995,rhc49995,1
rhc49996,rhc49996,1
rhc49997,rhc49997,1
rhc49998,rhc49998,2
rhc49999,rhc111409,6
rhc5,rhc5,1
rhc50,rhc50,1
rhc500,rhc500,1
rhc5000,obpdef1-452-18850323,1
rhc50000,rhc10538,4
rhc50001,rhc50001,1
rhc50002,rhc50002,1
rhc50003,rhc50003,1
rhc50004,rhc118644,5
rhc50005,rhc44033,2
rhc50006,obpdef1-145-19060108,3
rhc50007,rhc50007,2
rhc50008,rhc50008,1
rhc50009,obpdef1-456-18990626,1
rhc5001,rhc5001,1
rhc50010,obpdef1-124-19000115,1
rhc50011,rhc50011,1
rhc50012,rhc50012,1
rhc50013,rhc50013,1
rhc50014,rhc50014,1
rhc50015,rhc50015,1
rhc50016,rhc50016,1
rhc50017,rhc50017,1
rhc50018,rhc50018,1
rhc50019,rhc101338,2
rhc5002,rhc5002,1
rhc50020,rhc50020,1
rhc50021,rhc50021,1
rhc50022,rhc50022,1
rhc50023,rhc50023,1
rhc50024,rhc50024,1
rhc50025,rhc50025,1
rhc50026,rhc50026,1
rhc50027,rhc50027,2
rhc50028,rhc46784,2
rhc50029,rhc50029,1
rhc5003,rhc5003,1
rhc50030,rhc50030,1
rhc50031,rhc50031,1
rhc50032,rhc50032,1
rhc50033,rhc50033,1
rhc50034,rhc100783,8
rhc50035,rhc50035,1
rhc50036,rhc50036,1
rhc50037,rhc50037,1
rhc50038,rhc50038,1
rhc50039,rhc50039,3
rhc5004,rhc5004,1
rhc50040,rhc32709,3
rhc50041,obpdef1-114-18980110,1
rhc50042,rhc103443,3
rhc50043,rhc50043,1
rhc50044,rhc50044,1
rhc50045,rhc50045,1
rhc50046,rhc50046,1
rhc50047,rhc50047,1
rhc50048,rhc50048,3
rhc50049,rhc50049,1
rhc5005,rhc5005,1
rhc50050,rhc50050,2
rhc50051,rhc102896,9
rhc50052,rhc50052,6
rhc50053,rhc50053,2
rhc50054,rhc50054,1
rhc50055,rhc50055,1
rhc50056,obpdef2-487-18980725,2
rhc50057,rhc50057,1
rhc50058,rhc50058,6
rhc50059,rhc50059,1
rhc5006,rhc5006,1
rhc50060,rhc50060,1
rhc50061,rhc50061,1
rhc50062,rhc50062,1
rhc50063,rhc50063,1
rhc50064,rhc50064,1
rhc50065,rhc50065,1
rhc50066,rhc50066,1
rhc50067,rhc50067,1
rhc50068,rhc50068,2
rhc50069,rhc40148,2
rhc5007,rhc5007,1
rhc50070,rhc50070,1
rhc50071,obpdef1-247-18760228,1
rhc50072,rhc50072,1
rhc50073,rhc50073,3
rhc50074,rhc50074,1
rhc50075,rhc50075,1
rhc50076,rhc50076,1
rhc50077,rhc50077,1
rhc50078,rhc50078,1
rhc50079,rhc50079,1
rhc5008,rhc105467,8
rhc50080,rhc102883,10
rhc50081,obpdef1-79-18981212,7
rhc50082,rhc25519,2
rhc50083,rhc43863,2
rhc50084,rhc50084,1
rhc50085,rhc50085,1
rhc50086,rhc50086,1
rhc50087,rhc50087,1
rhc50088,rhc50088,1
rhc50089,rhc50089,1
rhc5009,rhc5009,1
rhc50090,rhc50090,1
rhc50091,rhc50091,1
rhc50092,rhc50092,1
rhc50093,rhc50093,1
rhc50094,rhc50094,1
rhc50095,rhc20542,2
rhc50096,rhc50096,1
rhc50097,obpdef1-531-18860503,12
rhc50098,rhc50098,1
rhc50099,rhc50099,1
rhc501,rhc501,1
rhc5010,rhc5010,1
rhc50100,rhc10273,3
rhc50101,rhc50101,1
rhc50102,rhc50102,2
rhc50103,rhc50103,1
rhc50104,rhc50104,1
rhc50105,rhc50105,1
rhc50106,rhc50106,1
rhc50107,rhc43261,3
rhc50108,rhc50108,1
rhc50109,rhc39396,3
rhc5011,rhc5011,1
rhc50110,rhc108195,5
rhc50111,rhc50111,1
rhc50112,rhc50112,1
rhc50113,rhc23236,3
rhc50114,rhc50114,1
rhc50115,rhc50115,1
rhc50116,rhc50116,1
rhc50117,rhc50117,1
rhc50118,rhc101425,7
rhc50119,rhc104419,5
rhc5012,rhc5012,1
rhc50120,obpdef1-5-19130107,1
rhc50121,rhc50121,1
rhc50122,rhc105881,9
rhc50123,rhc50123,1
rhc50124,rhc50124,1
rhc50125,rhc50125,1
rhc50126,rhc50126,1
rhc50127,rhc50127,1
rhc50128,rhc50128,2
rhc50129,rhc50129,1
rhc5013,rhc5013,1
rhc50130,rhc50130,2
rhc50131,rhc50131,2
rhc50132,rhc50132,2
rhc50133,rhc50133,1
rhc50134,rhc103829,6
rhc50135,obpdef1-148-19060108,1
rhc50136,rhc50136,1
rhc50137,rhc50137,1
rhc50138,rhc50138,1
rhc50139,rhc50139,1
rhc5014,rhc5014,1
rhc50140,rhc50140,1
rhc50141,rhc50141,1
rhc50142,rhc50142,2
rhc50143,rhc50143,1
rhc50144,rhc50144,1
rhc50145,rhc33877,2
rhc50146,obpdef3-216-18750301,1
rhc50147,rhc12863,2
rhc50148,rhc50148,1
rhc50149,rhc50149,1
rhc5015,rhc5015,1
rhc50150,rhc50150,1
rhc50151,rhc50151,1
rhc50152,rhc50152,1
rhc50153,rhc50153,1
rhc50154,rhc50154,1
rhc50155,rhc50155,1
rhc50156,rhc50156,1
rhc50157,rhc50157,1
rhc50158,obpdef1-566-18990912,1
rhc50159,rhc50159,1
rhc5016,obpdef1-463-18730707,1
rhc50160,rhc50160,1
rhc50161,rhc50161,1
rhc50162,rhc50162,1
rhc50163,rhc50163,1
rhc50164,obpdef1-29-18921114,1
rhc50165,rhc50165,2
rhc50166,rhc50166,1
rhc50167,rhc50167,1
rhc50168,rhc50168,1
rhc50169,obpdef1-630-18920627,1
rhc5017,obpdef1-1620-18500916,1
rhc50170,rhc50170,1
rhc50171,rhc45402,4
rhc50172,rhc43201,2
rhc50173,rhc50173,1
rhc50174,rhc50174,2
rhc50175,rhc50175,1
rhc50176,obpdef1-776-18901020,1
rhc50177,rhc43729,2
rhc50178,rhc50178,1
rhc50179,rhc50179,1
rhc5018,rhc5018,1
rhc50180,rhc50180,1
rhc50181,rhc38606,2
rhc50182,rhc102058,8
rhc50183,rhc50183,1
rhc50184,rhc50184,1
rhc50185,rhc50185,3
rhc50186,rhc50186,1
rhc50187,rhc50187,1
rhc50188,rhc50188,1
rhc50189,rhc50189,1
rhc5019,rhc5019,1
rhc50190,rhc50190,1
rhc50191,rhc50191,1
rhc50192,rhc50192,1
rhc50193,rhc50193,1
rhc50194,rhc50194,1
rhc50195,rhc50195,1
rhc50196,rhc50196,2
rhc50197,rhc50197,1
rhc50198,rhc50198,2
rhc50199,rhc50199,1
rhc502,rhc502,1
rhc5020,rhc5020,1
rhc50200,rhc50200,1
rhc50201,rhc103127,2
rhc50202,rhc50202,1
rhc50203,rhc39854,2
rhc50204,rhc50204,1
rhc50205,rhc119359,5
rhc50206,rhc50206,1
rhc50207,rhc50207,1
rhc50208,rhc50208,1
rhc50209,rhc42995,2
rhc5021,rhc5021,1
rhc50210,rhc100328,13
rhc50211,rhc50211,4
rhc50212,rhc50212,2
rhc50213,rhc108628,3
rhc50214,rhc122931,3
rhc50215,rhc24412,3
rhc50216,rhc50216,1
rhc50217,rhc50217,1
rhc50218,rhc50218,2
rhc50219,rhc50219,1
rhc5022,obpdef1-6-18761120,1
rhc50220,rhc111437,7
rhc50221,rhc102268,6
rhc50222,rhc50222,1
rhc50223,rhc50223,1
rhc50224,rhc50224,1
rhc50225,rhc50225,1
rhc50226,rhc50226,1
rhc50227,rhc50227,1
rhc50228,rhc50228,1
rhc50229,rhc50229,1
rhc5023,rhc5023,1
rhc50230,rhc35876,2
rhc50231,rhc46154,2
rhc50232,rhc109996,4
rhc50233,rhc50233,1
rhc50234,rhc50234,1
rhc50235,rhc50235,1
rhc50236,rhc46064,2
rhc50237,rhc50237,1
rhc50238,rhc50238,1
rhc50239,rhc50239,1
rhc5024,rhc5024,1
rhc50240,obpdef2-251-18990306,1
rhc50241,rhc50241,1
rhc50242,rhc50242,1
rhc50243,rhc50243,1
rhc50244,rhc39137,4
rhc50245,rhc50245,1
rhc50246,rhc50246,2
rhc50247,rhc50247,3
rhc50248,rhc50248,1
rhc50249,obpdef1-677a-18971025,1
rhc5025,rhc5025,1
rhc50250,rhc50250,2
rhc50251,rhc50251,1
rhc50252,rhc50252,1
rhc50253,rhc50253,1
rhc50254,rhc50254,1
rhc50255,rhc50255,1
rhc50256,rhc50256,1
rhc50257,obpdef2-709a-18971025,1
rhc50258,obpdef1-700-18971025,1
rhc50259,rhc50259,2
rhc5026,rhc5026,1
rhc50260,obpdef1-796-18590815,1
rhc50261,rhc50261,1
rhc50262,rhc29404,3
rhc50263,rhc39434,4
rhc50264,rhc42396,3
rhc50265,rhc50265,1
rhc50266,rhc50266,1
rhc50267,rhc50267,1
rhc50268,rhc50268,1
rhc50269,rhc50269,2
rhc5027,rhc5027,1
rhc50270,rhc50270,1
rhc50271,rhc50271,1
rhc50272,rhc50272,1
rhc50273,rhc50273,1
rhc50274,rhc50274,1
rhc50275,rhc103399,3
rhc50276,rhc50276,1
rhc50277,rhc50277,3
rhc50278,rhc50278,1
rhc50279,rhc50279,1
rhc5028,rhc5028,1
rhc50280,rhc50280,1
rhc50281,rhc50281,1
rhc50282,rhc50282,1
rhc50283,rhc50283,1
rhc50284,rhc111418,11
rhc50285,rhc50285,1
rhc50286,rhc50286,4
rhc50287,obpdef1-77-19090112,1
rhc50288,rhc50288,2
rhc50289,rhc50289,1
rhc5029,rhc5029,1
rhc50290,rhc50290,1
rhc50291,rhc50291,1
rhc50292,rhc103297,2
rhc50293,rhc50293,1
rhc50294,rhc50294,1
rhc50295,obpdef1-688-18981024,1
rhc50296,rhc50296,2
rhc50297,rhc50297,1
rhc50298,rhc50298,2
rhc50299,obpdef2-694-18981024,1
rhc503,rhc503,1
rhc5030,rhc5030,1
rhc50300,rhc50300,1
rhc50301,rhc44936,2
rhc50302,rhc50302,1
rhc50303,rhc50303,1
rhc50304,rhc36697,2
rhc50305,rhc50305,1
rhc50306,rhc50306,1
rhc50307,rhc107470,4
rhc50308,rhc50308,3
rhc50309,rhc50309,1
rhc5031,obpdef1-609-18751025,1
rhc50310,rhc44496,2
rhc50311,rhc50311,1
rhc50312,obpdef1-727-18971025,1
rhc50313,obpdef1-264-18700228,3
rhc50314,rhc50314,1
rhc50315,rhc50315,1
rhc50316,rhc50316,2
rhc50317,rhc50317,1
rhc50318,rhc50318,1
rhc50319,obpdef1-720-18971025,1
rhc5032,rhc5032,1
